Município,Data da Coleta,Resultado
TUMIRITINGA                                                 ,2024-08-08,0.0
TUMIRITINGA                                                 ,2024-10-09,0.0
TUMIRITINGA                                                 ,2024-10-09,0.0
TUMIRITINGA                                                 ,2024-10-09,0.0
TUMIRITINGA                                                 ,2024-08-08,0.0
GOVERNADOR VALADARES                                        ,2024-07-10,0.0
GOVERNADOR VALADARES                                        ,2024-11-04,0.0
GOVERNADOR VALADARES                                        ,2024-11-04,0.0
GOVERNADOR VALADARES                                        ,2024-09-16,0.0
GOVERNADOR VALADARES                                        ,2024-10-07,0.0
GOVERNADOR VALADARES                                        ,2024-12-02,0.0
