Município,Data da Coleta,Resultado
VALENCA                                                     ,2022-01-19,0.05
LINHARES                                                    ,2022-07-06,42.0
ITAPETINGA                                                  ,2022-04-28,0.05
LINHARES                                                    ,2022-01-20,458.0
SALVADOR                                                    ,2022-10-27,0.0
ITAPETINGA                                                  ,2022-08-31,0.05
SALVADOR                                                    ,2022-03-22,0.0
SALVADOR                                                    ,2022-02-22,0.0
SALVADOR                                                    ,2022-07-28,0.0
SALVADOR                                                    ,2022-09-29,0.0
SALVADOR                                                    ,2022-06-30,0.0
SALVADOR                                                    ,2022-08-25,0.0
SALVADOR                                                    ,2022-11-30,0.0
SALVADOR                                                    ,2022-07-28,0.021
SALVADOR                                                    ,2022-07-28,0.0
SALVADOR                                                    ,2022-12-15,0.0
SALVADOR                                                    ,2022-10-27,0.0
SALVADOR                                                    ,2022-10-27,0.0
SALVADOR                                                    ,2022-08-29,0.0
SALVADOR                                                    ,2022-09-29,0.0
SALVADOR                                                    ,2022-11-30,0.0
SALVADOR                                                    ,2022-03-22,0.0
SALVADOR                                                    ,2022-06-30,0.0
SALVADOR                                                    ,2022-02-22,0.0
SALVADOR                                                    ,2022-04-26,0.0
SALVADOR                                                    ,2022-09-29,0.0
SALVADOR                                                    ,2022-02-22,0.0
SALVADOR                                                    ,2022-08-29,0.025
SALVADOR                                                    ,2022-05-26,0.0
SALVADOR                                                    ,2022-05-26,0.0
SALVADOR                                                    ,2022-02-22,0.0
SALVADOR                                                    ,2022-02-22,0.0
SALVADOR                                                    ,2022-06-30,0.0
SANTA MARIA DA BOA VISTA                                    ,2022-11-07,0.04
SANTA MARIA DA BOA VISTA                                    ,2022-08-01,0.17
SANTA MARIA DA BOA VISTA                                    ,2022-07-04,0.1
CABROBO                                                     ,2022-07-04,0.015
SANTA MARIA DA BOA VISTA                                    ,2022-10-03,0.0
SANTA MARIA DA BOA VISTA                                    ,2022-10-03,0.0
SANTA MARIA DA BOA VISTA                                    ,2022-10-03,0.0
GRAVATA                                                     ,2022-07-18,0.0
GRAVATA                                                     ,2022-10-24,0.0
GRAVATA                                                     ,2022-01-01,0.0
SANTA MARIA DA BOA VISTA                                    ,2022-09-19,0.1
GRAVATA                                                     ,2022-09-19,0.0
GUANAMBI                                                    ,2022-04-28,0.1
PRESIDENTE BERNARDES                                        ,2022-09-13,0.0
MACHACALIS                                                  ,2022-07-11,100.0
MACHACALIS                                                  ,2022-05-23,100.0
GARANHUNS                                                   ,2022-01-10,3.0
GARANHUNS                                                   ,2022-11-07,0.04
GARANHUNS                                                   ,2022-05-09,1044725.0
SERRA TALHADA                                               ,2022-04-11,0.17
SERRA TALHADA                                               ,2022-03-14,9558.0
SERRA TALHADA                                               ,2022-09-27,7885.0
ITABUNA                                                     ,2022-03-09,0.02
SERRA TALHADA                                               ,2022-09-19,17523.0
OROCO                                                       ,2022-07-04,0.1
SERRA TALHADA                                               ,2022-10-17,690300.0
OROCO                                                       ,2022-10-03,0.0
BOCAIUVA                                                    ,2022-11-08,0.0
FEIRA DE SANTANA                                            ,2022-04-13,0.1
FEIRA DE SANTANA                                            ,2022-07-20,0.1
SERRA TALHADA                                               ,2023-02-13,93191.0
FEIRA DE SANTANA                                            ,2022-10-20,0.05
SERRA TALHADA                                               ,2023-03-13,0.09
SERRA TALHADA                                               ,2023-07-17,64357.0
TRIUNFO                                                     ,2022-04-11,0.04
SALGUEIRO                                                   ,2023-12-05,0.0
SERRA TALHADA                                               ,2023-12-18,184589.0
SERRA TALHADA                                               ,2023-12-05,37436.0
SALGUEIRO                                                   ,2023-04-10,0.0
SALGUEIRO                                                   ,2023-09-04,0.0
SALGUEIRO                                                   ,2023-09-04,0.0
SALGUEIRO                                                   ,2023-09-04,0.0
SALGUEIRO                                                   ,2023-10-09,0.0
GRAVATA                                                     ,2024-01-22,0.0
GRAVATA                                                     ,2024-01-22,0.0
GRAVATA                                                     ,2024-01-22,0.0
ARARIPINA                                                   ,2022-04-04,26019.0
GRAVATA                                                     ,2024-02-21,0.0
GRAVATA                                                     ,2024-02-21,0.0
GRAVATA                                                     ,2024-02-21,0.0
GRAVATA                                                     ,2024-05-20,0.0
GRAVATA                                                     ,2024-03-18,0.0
GRAVATA                                                     ,2024-03-18,0.0
GRAVATA                                                     ,2024-03-18,0.0
GRAVATA                                                     ,2024-03-18,0.0
GRAVATA                                                     ,2024-03-18,0.0
GRAVATA                                                     ,2024-08-21,0.0
GRAVATA                                                     ,2024-08-21,0.0
GRAVATA                                                     ,2024-04-23,0.0
GRAVATA                                                     ,2024-10-24,0.0
GRAVATA                                                     ,2024-10-24,0.0
GRAVATA                                                     ,2024-10-24,0.0
GRAVATA                                                     ,2024-10-24,0.0
GRAVATA                                                     ,2024-10-24,0.0
GRAVATA                                                     ,2024-04-23,0.0
GRAVATA                                                     ,2024-04-23,0.0
GRAVATA                                                     ,2024-05-20,0.0
GRAVATA                                                     ,2024-11-18,0.0
GRAVATA                                                     ,2024-11-18,0.0
GRAVATA                                                     ,2024-10-24,0.0
ITAPETINGA                                                  ,2024-01-23,0.1
TIMBAUBA                                                    ,2024-09-12,0.0
SALVADOR                                                    ,2024-03-19,0.0
SALVADOR                                                    ,2024-02-28,0.02
SALVADOR                                                    ,2024-02-28,0.0
SALVADOR                                                    ,2024-07-23,0.0
SALVADOR                                                    ,2024-04-23,0.0
SALVADOR                                                    ,2024-11-19,0.0
SALVADOR                                                    ,2024-12-19,0.0
SALVADOR                                                    ,2024-04-23,0.0
SALVADOR                                                    ,2024-04-23,0.0
SALVADOR                                                    ,2024-04-23,0.0
SALVADOR                                                    ,2024-03-19,0.0
SALVADOR                                                    ,2024-02-28,0.0
SALVADOR                                                    ,2024-03-19,0.0
SALVADOR                                                    ,2024-03-19,0.0
SALVADOR                                                    ,2024-11-19,0.0
SALVADOR                                                    ,2024-11-19,0.0
SALVADOR                                                    ,2024-10-29,0.0
SALVADOR                                                    ,2024-04-23,0.0
SALVADOR                                                    ,2024-03-19,0.0
SALVADOR                                                    ,2024-12-19,0.0
SALVADOR                                                    ,2024-10-29,0.02
SALVADOR                                                    ,2024-06-28,0.0
SALVADOR                                                    ,2024-05-22,0.0
SALVADOR                                                    ,2024-08-20,0.0
SALVADOR                                                    ,2024-11-19,0.0
SALVADOR                                                    ,2024-03-19,0.0
SALVADOR                                                    ,2024-06-28,0.025
SALVADOR                                                    ,2024-12-19,0.0
SALVADOR                                                    ,2024-12-19,0.0
IRECE                                                       ,2022-07-13,0.02
OURICURI                                                    ,2022-06-06,0.0
GOVERNADOR VALADARES                                        ,2025-03-11,0.0
GOVERNADOR VALADARES                                        ,2025-01-14,0.0
GOVERNADOR VALADARES                                        ,2025-01-14,765.0
GOVERNADOR VALADARES                                        ,2025-02-04,0.0
GOVERNADOR VALADARES                                        ,2025-02-04,0.0
MACHACALIS                                                  ,2023-05-29,100.0
MACHACALIS                                                  ,2023-06-21,100.0
MACHACALIS                                                  ,2023-12-12,100.0
ACAIACA                                                     ,2024-09-08,245.0
CABROBO                                                     ,2023-09-04,0.08
PETROLINA                                                   ,2023-04-10,0.02
PETROLINA                                                   ,2023-05-02,0.0
CABROBO                                                     ,2023-01-03,0.1
GRAVATA                                                     ,2023-11-20,0.0
GOVERNADOR VALADARES                                        ,2025-01-14,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-05-06,0.0
GOVERNADOR VALADARES                                        ,2025-03-11,0.0
GRAVATA                                                     ,2023-03-20,0.0
GRAVATA                                                     ,2023-03-20,0.0
GRAVATA                                                     ,2023-04-24,0.0
GRAVATA                                                     ,2023-02-13,0.0
GRAVATA                                                     ,2023-09-18,0.0
GRAVATA                                                     ,2023-03-20,0.0
GRAVATA                                                     ,2023-03-20,0.0
GRAVATA                                                     ,2023-07-24,0.0
GRAVATA                                                     ,2023-05-22,0.0
GRAVATA                                                     ,2023-05-22,0.0
GRAVATA                                                     ,2023-05-22,0.0
GRAVATA                                                     ,2023-10-23,0.0
GRAVATA                                                     ,2023-07-24,0.0
GRAVATA                                                     ,2023-07-24,0.0
GRAVATA                                                     ,2023-11-20,0.0
GRAVATA                                                     ,2023-11-20,0.0
GRAVATA                                                     ,2023-11-20,0.0
GRAVATA                                                     ,2023-12-18,0.0
GRAVATA                                                     ,2023-12-18,0.0
GRAVATA                                                     ,2023-12-18,0.0
GRAVATA                                                     ,2023-12-18,0.0
GRAVATA                                                     ,2023-10-23,0.0
GRAVATA                                                     ,2023-08-21,0.0
GRAVATA                                                     ,2023-08-21,0.0
GRAVATA                                                     ,2023-08-21,0.0
GRAVATA                                                     ,2023-08-21,0.0
GRAVATA                                                     ,2023-08-21,0.0
GRAVATA                                                     ,2023-08-21,0.0
GRAVATA                                                     ,2023-08-21,0.0
GRAVATA                                                     ,2023-08-21,0.0
GRAVATA                                                     ,2023-09-18,0.0
GRAVATA                                                     ,2023-09-18,0.0
GRAVATA                                                     ,2023-03-20,0.0
GRAVATA                                                     ,2023-04-24,0.0
GRAVATA                                                     ,2023-05-22,0.0
GRAVATA                                                     ,2023-07-24,0.0
GRAVATA                                                     ,2023-06-19,0.0
PETROLINA                                                   ,2024-04-01,0.0
LAGOA GRANDE                                                ,2024-03-11,2257.0
LAGOA GRANDE                                                ,2024-03-11,0.0
LAGOA GRANDE                                                ,2024-02-19,0.0
LAGOA GRANDE                                                ,2024-02-19,0.0
LAGOA GRANDE                                                ,2024-02-19,0.0
PETROLINA                                                   ,2024-06-03,0.0
PETROLINA                                                   ,2024-06-03,0.0
PETROLINA                                                   ,2024-06-03,0.0
LAGOA GRANDE                                                ,2024-01-08,0.0
LAGOA GRANDE                                                ,2024-04-01,0.0
LAGOA GRANDE                                                ,2024-04-01,0.0
PETROLINA                                                   ,2024-04-08,0.0
PETROLINA                                                   ,2024-04-08,0.0
PETROLINA                                                   ,2024-04-08,0.0
PETROLINA                                                   ,2024-06-03,0.0
PETROLINA                                                   ,2024-06-03,0.0
PETROLINA                                                   ,2024-06-03,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-08-05,0.0
PETROLINA                                                   ,2024-08-05,0.0
PETROLINA                                                   ,2024-08-05,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-03-11,0.0
PETROLINA                                                   ,2024-08-05,0.0
PETROLINA                                                   ,2024-04-08,0.0
PETROLINA                                                   ,2024-04-08,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-03-11,0.0
ITABUNA                                                     ,2023-07-12,0.05
BEZERROS                                                    ,2025-04-28,0.0
BEZERROS                                                    ,2025-04-28,0.0
BEZERROS                                                    ,2025-04-28,0.0
BEZERROS                                                    ,2025-04-28,0.0
ITABUNA                                                     ,2023-01-11,0.05
BEZERROS                                                    ,2025-06-09,0.0
BEZERROS                                                    ,2025-01-20,0.0
BEZERROS                                                    ,2025-04-28,0.0
BEZERROS                                                    ,2025-04-28,0.0
BEZERROS                                                    ,2025-04-28,0.0
BEZERROS                                                    ,2025-03-24,0.0
BEZERROS                                                    ,2025-05-16,0.0
BEZERROS                                                    ,2025-05-16,0.0
BEZERROS                                                    ,2025-02-17,0.0
BEZERROS                                                    ,2025-02-17,0.0
GRAVATA                                                     ,2025-03-24,0.0
GRAVATA                                                     ,2025-03-24,0.0
GRAVATA                                                     ,2025-04-28,0.0
GRAVATA                                                     ,2025-02-17,0.0
GRAVATA                                                     ,2025-03-24,0.0
GRAVATA                                                     ,2025-03-24,0.0
GRAVATA                                                     ,2025-05-12,0.0
GRAVATA                                                     ,2025-05-12,0.0
GRAVATA                                                     ,2025-02-17,0.0
GRAVATA                                                     ,2025-02-17,0.0
GRAVATA                                                     ,2025-02-17,0.0
GRAVATA                                                     ,2025-02-17,0.0
GRAVATA                                                     ,2025-05-12,0.0
PETROLINA                                                   ,2023-09-04,0.05
PETROLINA                                                   ,2023-05-02,0.15
PETROLINA                                                   ,2023-07-03,0.0
PARNAMIRIM                                                  ,2022-07-04,0.0
SANTA MARIA DA BOA VISTA                                    ,2023-01-03,0.04
PETROLINA                                                   ,2023-04-10,0.05
PETROLINA                                                   ,2023-10-16,0.015
ILHEUS                                                      ,2023-03-08,0.02
ILHEUS                                                      ,2023-03-08,0.1
PETROLINA                                                   ,2023-04-10,0.0
SALGUEIRO                                                   ,2024-03-25,0.0
SALGUEIRO                                                   ,2024-03-25,0.0
SALGUEIRO                                                   ,2024-03-25,0.0
SALGUEIRO                                                   ,2024-01-15,0.0
SOORETAMA                                                   ,2024-03-20,2110.0
PORTO SEGURO                                                ,2023-03-08,1.0
TEIXEIRA DE FREITAS                                         ,2023-05-10,0.05
PARNAMIRIM                                                  ,2023-05-08,0.0
PARNAMIRIM                                                  ,2023-05-08,0.0
PARNAMIRIM                                                  ,2023-05-08,0.0
PARNAMIRIM                                                  ,2023-05-08,0.0
GOVERNADOR VALADARES                                        ,2024-11-04,0.0
GOVERNADOR VALADARES                                        ,2024-10-07,0.0
GOVERNADOR VALADARES                                        ,2024-10-07,0.0
GOVERNADOR VALADARES                                        ,2024-09-16,0.0
GOVERNADOR VALADARES                                        ,2024-09-16,0.0
GOVERNADOR VALADARES                                        ,2024-09-16,0.0
GOVERNADOR VALADARES                                        ,2024-07-10,0.0
GOVERNADOR VALADARES                                        ,2024-10-07,0.0
GOVERNADOR VALADARES                                        ,2024-12-02,0.0
GOVERNADOR VALADARES                                        ,2024-12-02,0.0
GOVERNADOR VALADARES                                        ,2024-09-16,0.0
SAO VICENTE FERRER                                          ,2024-08-29,28674.0
SAO VICENTE FERRER                                          ,2024-06-07,75933.0
GRAVATA                                                     ,2024-11-01,0.0
GOVERNADOR VALADARES                                        ,2024-10-07,0.0
GOVERNADOR VALADARES                                        ,2024-10-07,0.0
GOVERNADOR VALADARES                                        ,2024-11-04,0.0
GOVERNADOR VALADARES                                        ,2024-09-16,0.0
GOVERNADOR VALADARES                                        ,2024-07-10,0.0
GOVERNADOR VALADARES                                        ,2024-07-10,0.0
GOVERNADOR VALADARES                                        ,2024-07-10,0.0
GOVERNADOR VALADARES                                        ,2024-12-02,0.0
GOVERNADOR VALADARES                                        ,2024-12-02,0.0
GOVERNADOR VALADARES                                        ,2024-12-02,0.0
GRAVATA                                                     ,2024-11-01,27878.0
GOVERNADOR VALADARES                                        ,2024-10-07,0.0
GOVERNADOR VALADARES                                        ,2024-10-07,0.0
TUMIRITINGA                                                 ,2024-09-11,0.0
TUMIRITINGA                                                 ,2024-09-11,0.0
TUMIRITINGA                                                 ,2024-10-09,0.0
GOVERNADOR VALADARES                                        ,2024-12-02,0.0
MARIANA                                                     ,2024-10-21,0.0
MARIANA                                                     ,2024-11-18,0.0
MARIANA                                                     ,2024-09-23,0.0
MARIANA                                                     ,2024-08-19,0.0
MARIANA                                                     ,2024-08-19,0.0
MARIANA                                                     ,2024-06-17,0.0
JACOBINA                                                    ,2024-01-15,0.05
FEIRA DE SANTANA                                            ,2023-03-08,0.05
PETROLINA                                                   ,2024-08-05,0.0
PETROLINA                                                   ,2024-08-05,0.0
PETROLINA                                                   ,2024-08-05,0.0
PETROLINA                                                   ,2024-04-01,0.0
PETROLINA                                                   ,2024-04-01,0.0
PETROLINA                                                   ,2024-03-11,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-08-05,0.0
PETROLINA                                                   ,2024-08-05,0.0
PETROLINA                                                   ,2024-10-14,0.0
PETROLINA                                                   ,2024-03-11,0.0
PETROLINA                                                   ,2024-03-11,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-10-14,0.0
GARANHUNS                                                   ,2024-03-11,0.1
GARANHUNS                                                   ,2024-04-15,0.1
GARANHUNS                                                   ,2024-02-19,0.04
GARANHUNS                                                   ,2024-07-08,0.1
GARANHUNS                                                   ,2024-01-16,0.04
GARANHUNS                                                   ,2024-12-03,2364.0
SALVADOR                                                    ,2023-05-25,0.0
SALVADOR                                                    ,2023-05-25,0.0
SALVADOR                                                    ,2023-09-28,0.0
SALVADOR                                                    ,2023-10-30,0.0
SALVADOR                                                    ,2023-08-24,0.0
SALVADOR                                                    ,2023-12-14,0.0
SALVADOR                                                    ,2023-11-23,0.0
SALVADOR                                                    ,2023-03-23,0.0
SALVADOR                                                    ,2023-08-24,0.0
SALVADOR                                                    ,2023-12-14,0.0
SALVADOR                                                    ,2023-11-23,0.0
SALVADOR                                                    ,2023-12-14,0.0
SALVADOR                                                    ,2023-12-14,0.0
SALVADOR                                                    ,2023-01-26,0.0
SALVADOR                                                    ,2023-04-27,0.0
SALVADOR                                                    ,2023-04-27,0.0
SALVADOR                                                    ,2023-04-27,0.0
SALVADOR                                                    ,2023-09-28,0.0
SALVADOR                                                    ,2023-09-28,0.0
SALVADOR                                                    ,2023-03-23,0.0
SALVADOR                                                    ,2023-09-28,0.0
SALVADOR                                                    ,2023-12-14,0.0
SALVADOR                                                    ,2023-12-14,0.2
SALVADOR                                                    ,2023-03-23,0.0
SALVADOR                                                    ,2023-06-29,0.0
SALVADOR                                                    ,2023-07-27,0.0
SALVADOR                                                    ,2023-10-26,0.0
SALVADOR                                                    ,2023-10-26,0.0
PETROLINA                                                   ,2023-02-07,0.015
PETROLINA                                                   ,2023-01-17,0.015
SALVADOR                                                    ,2023-12-14,0.0
PETROLINA                                                   ,2023-07-03,0.02
GUANAMBI                                                    ,2023-05-24,0.02
MARIANA                                                     ,2024-11-18,0.0
MARIANA                                                     ,2024-10-21,0.0
MARIANA                                                     ,2024-09-23,0.0
MARIANA                                                     ,2024-06-17,0.0
ITUETA                                                      ,2024-10-09,0.0
ITUETA                                                      ,2024-10-09,0.0
ITUETA                                                      ,2024-08-07,0.0
ITUETA                                                      ,2024-09-05,0.0
ITUETA                                                      ,2024-09-05,0.0
ITUETA                                                      ,2024-07-03,0.0
ITUETA                                                      ,2024-07-03,0.0
GOVERNADOR VALADARES                                        ,2025-01-14,0.0
GOVERNADOR VALADARES                                        ,2025-02-04,0.0
GOVERNADOR VALADARES                                        ,2025-03-11,0.0
GOVERNADOR VALADARES                                        ,2025-03-11,0.0
GOVERNADOR VALADARES                                        ,2025-02-04,0.0
FEIRA DE SANTANA                                            ,2024-03-21,0.02
FEIRA DE SANTANA                                            ,2024-02-28,0.02
GUANAMBI                                                    ,2023-12-13,0.1
JUAZEIRO                                                    ,2023-06-14,0.1
MACHACALIS                                                  ,2024-05-21,100.0
SALVADOR                                                    ,2025-04-24,0.0
SALVADOR                                                    ,2025-01-28,0.02
SALVADOR                                                    ,2025-04-24,0.0
SALVADOR                                                    ,2025-04-24,0.0
SALVADOR                                                    ,2025-01-28,0.0
SALVADOR                                                    ,2025-04-24,0.0
SALVADOR                                                    ,2025-04-24,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-01-22,0.0
GUANAMBI                                                    ,2024-02-20,1.0
GUANAMBI                                                    ,2024-02-20,3.0
SANTA CRUZ                                                  ,2023-07-03,0.0
SANTA CRUZ                                                  ,2023-07-03,0.0
SANTA CRUZ                                                  ,2023-07-03,0.0
SANTA CRUZ                                                  ,2023-07-03,0.0
PETROLINA                                                   ,2024-04-08,0.0
PETROLINA                                                   ,2024-04-08,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-05-06,0.0
PETROLINA                                                   ,2024-10-14,0.0
PETROLINA                                                   ,2024-02-19,0.0
PETROLINA                                                   ,2024-10-14,0.0
PETROLINA                                                   ,2024-04-08,0.0
PETROLINA                                                   ,2024-04-08,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-01-22,0.0
PETROLINA                                                   ,2024-10-14,0.0
PETROLINA                                                   ,2024-10-14,0.0
PETROLINA                                                   ,2024-10-14,0.0
PETROLINA                                                   ,2024-05-06,0.0
TUMIRITINGA                                                 ,2024-09-05,0.0
TUMIRITINGA                                                 ,2024-09-05,0.0
TUMIRITINGA                                                 ,2024-09-05,0.0
TUMIRITINGA                                                 ,2024-09-05,0.0
OROCO                                                       ,2023-08-01,0.04
OROCO                                                       ,2023-01-03,0.04
BEZERROS                                                    ,2024-01-22,0.0
BEZERROS                                                    ,2024-01-22,0.0
TUMIRITINGA                                                 ,2024-08-08,0.0
TUMIRITINGA                                                 ,2024-08-08,0.0
TUMIRITINGA                                                 ,2024-08-08,0.0
TUMIRITINGA                                                 ,2024-10-09,0.0
TUMIRITINGA                                                 ,2024-08-08,0.0
TUMIRITINGA                                                 ,2024-08-08,0.0
TUMIRITINGA                                                 ,2024-08-08,0.0
GOVERNADOR VALADARES                                        ,2024-07-10,0.0
GOVERNADOR VALADARES                                        ,2024-11-04,0.0
GOVERNADOR VALADARES                                        ,2024-11-04,0.0
GOVERNADOR VALADARES                                        ,2024-10-07,0.0
GOVERNADOR VALADARES                                        ,2024-12-02,0.0
GOVERNADOR VALADARES                                        ,2024-12-02,0.0
BEZERROS                                                    ,2024-01-22,0.0
BEZERROS                                                    ,2024-04-04,0.0
BEZERROS                                                    ,2024-04-04,0.0
BEZERROS                                                    ,2024-05-20,0.0
BEZERROS                                                    ,2024-05-20,0.0
BEZERROS                                                    ,2024-04-15,0.0
BEZERROS                                                    ,2024-05-06,0.0
BEZERROS                                                    ,2024-06-17,0.0
BEZERROS                                                    ,2024-06-17,0.0
BEZERROS                                                    ,2024-06-17,0.0
BEZERROS                                                    ,2024-05-06,0.0
BEZERROS                                                    ,2024-11-18,0.0
BEZERROS                                                    ,2024-10-24,0.0
BEZERROS                                                    ,2024-10-24,0.0
BEZERROS                                                    ,2024-10-14,0.0
BEZERROS                                                    ,2024-10-14,0.0
BEZERROS                                                    ,2024-10-14,0.0
BEZERROS                                                    ,2024-04-15,0.0
BEZERROS                                                    ,2024-04-15,0.0
BEZERROS                                                    ,2024-04-15,0.0
BEZERROS                                                    ,2024-04-15,0.0
BEZERROS                                                    ,2024-06-17,0.0
BEZERROS                                                    ,2024-06-17,0.0
BEZERROS                                                    ,2024-06-17,0.0
BEZERROS                                                    ,2024-08-16,0.0
BEZERROS                                                    ,2024-08-16,0.0
BEZERROS                                                    ,2024-08-16,0.0
BEZERROS                                                    ,2024-10-24,0.0
BEZERROS                                                    ,2024-10-24,0.0
BEZERROS                                                    ,2024-10-24,0.0
BEZERROS                                                    ,2024-10-24,0.0
BEZERROS                                                    ,2024-10-24,0.0
CARUARU                                                     ,2024-02-21,0.0
BEZERROS                                                    ,2024-10-14,0.0
BEZERROS                                                    ,2024-10-14,0.0
BEZERROS                                                    ,2024-10-14,0.0
BEZERROS                                                    ,2024-08-08,6372.0
CARUARU                                                     ,2024-01-22,0.0
CARUARU                                                     ,2024-01-22,0.0
CARUARU                                                     ,2024-04-15,0.0
CARUARU                                                     ,2024-06-10,40701.0
CARUARU                                                     ,2024-10-24,0.0
CARUARU                                                     ,2024-10-24,0.0
CARUARU                                                     ,2024-05-20,0.0
CARUARU                                                     ,2024-05-20,0.0
CARUARU                                                     ,2024-09-02,4142.0
CARUARU                                                     ,2024-03-18,0.0
CARUARU                                                     ,2024-09-02,0.0
CARUARU                                                     ,2024-07-18,2921.0
CARUARU                                                     ,2024-04-23,0.0
CARUARU                                                     ,2024-01-22,0.0
CARUARU                                                     ,2024-01-22,0.0
CARUARU                                                     ,2024-01-22,0.0
CARUARU                                                     ,2024-08-08,1487.0
CARUARU                                                     ,2024-07-26,40887.0
CARUARU                                                     ,2024-07-02,13806.0
CARUARU                                                     ,2024-07-18,7169.0
CARUARU                                                     ,2024-02-21,0.0
CARUARU                                                     ,2024-07-26,0.0
CARUARU                                                     ,2024-01-22,0.0
CARUARU                                                     ,2024-01-22,0.0
CARUARU                                                     ,2024-06-10,52038.0
CARUARU                                                     ,2024-03-18,0.0
CARUARU                                                     ,2024-03-18,0.0
CARUARU                                                     ,2024-03-18,0.0
CARUARU                                                     ,2024-04-23,0.0
CARUARU                                                     ,2024-04-23,0.0
CARUARU                                                     ,2024-04-23,0.0
CARUARU                                                     ,2024-04-23,0.0
CARUARU                                                     ,2024-04-23,0.0
CARUARU                                                     ,2024-02-28,0.0
CARUARU                                                     ,2024-10-24,0.0
CARUARU                                                     ,2024-08-28,0.0
CARUARU                                                     ,2024-08-21,1062.0
CARUARU                                                     ,2024-08-28,0.0
CARUARU                                                     ,2024-10-07,5177.0
BEZERROS                                                    ,2023-03-20,0.0
BEZERROS                                                    ,2023-03-20,0.0
BEZERROS                                                    ,2023-03-20,0.0
JEQUIE                                                      ,2024-10-15,0.0
BEZERROS                                                    ,2023-07-04,0.0
BEZERROS                                                    ,2023-07-04,0.0
BEZERROS                                                    ,2023-04-24,0.0
BEZERROS                                                    ,2023-04-24,0.0
BEZERROS                                                    ,2023-04-24,0.0
BEZERROS                                                    ,2023-05-22,0.0
BEZERROS                                                    ,2023-11-20,0.0
BEZERROS                                                    ,2023-10-23,0.0
BEZERROS                                                    ,2023-03-20,0.0
BEZERROS                                                    ,2023-03-20,0.0
BEZERROS                                                    ,2023-12-18,0.0
BEZERROS                                                    ,2023-09-18,0.0
BEZERROS                                                    ,2023-09-18,0.0
BEZERROS                                                    ,2023-09-18,0.0
BEZERROS                                                    ,2023-01-23,0.0
BEZERROS                                                    ,2023-09-18,0.0
BEZERROS                                                    ,2023-05-22,0.0
BEZERROS                                                    ,2023-05-22,0.0
BEZERROS                                                    ,2023-08-21,0.0
BEZERROS                                                    ,2023-04-24,0.0
BEZERROS                                                    ,2023-04-24,0.0
BEZERROS                                                    ,2023-04-24,0.0
BEZERROS                                                    ,2023-07-04,0.0
BEZERROS                                                    ,2023-10-23,0.0
BEZERROS                                                    ,2023-10-23,0.0
BEZERROS                                                    ,2023-11-20,0.0
BEZERROS                                                    ,2023-11-20,0.0
BEZERROS                                                    ,2023-11-20,0.0
BEZERROS                                                    ,2023-11-20,0.0
BEZERROS                                                    ,2023-12-18,0.0
CARUARU                                                     ,2023-09-18,0.0
CARUARU                                                     ,2023-07-24,0.0
CARUARU                                                     ,2023-03-20,0.0
CARUARU                                                     ,2023-04-24,0.0
CARUARU                                                     ,2023-04-24,0.0
CARUARU                                                     ,2023-03-13,0.0
CARUARU                                                     ,2023-07-24,0.0
CARUARU                                                     ,2023-07-24,0.0
CARUARU                                                     ,2023-02-27,0.0
CARUARU                                                     ,2023-09-25,0.0
CARUARU                                                     ,2023-09-25,0.0
CARUARU                                                     ,2023-12-18,0.0
CARUARU                                                     ,2023-12-18,0.0
CARUARU                                                     ,2023-12-18,0.0
CARUARU                                                     ,2023-04-24,0.0
CARUARU                                                     ,2023-06-28,0.0
CARUARU                                                     ,2023-08-21,0.0
CARUARU                                                     ,2023-10-23,0.0
CARUARU                                                     ,2023-12-18,0.0
CARUARU                                                     ,2023-05-29,0.0
CARUARU                                                     ,2023-05-29,0.0
